ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
train-2697	One of the earliest projects the special effects teams did was the scene in which Mrs. Ganush attacks Christine in her car. To film the action, which included close-ups of Christine jamming her foot on the pedal, hitting the brake, and shifting gears, the team created a puzzle car which allowed the front engine compartment and back trunk -- as well as all four sides and doors -- to come away from the car. The roof came off in two directions. The film score was composed by Christopher Young. Young has worked with director Raimi previously on his films The Gift and Spider-Man 3.	his	547	Young	496	FALSE	Raimi	527	TRUE	http://en.wikipedia.org/wiki/Drag_Me_to_Hell
train-2698	At work the next day, Christine snaps at Stu and has a projectile nose bleed that soaks her boss in blood. She runs away and Stu secretly takes a file off Christine's desk. Christine goes to talk to Ganush but learns that she died the previous night after visiting her house.	she	222	Christine	173	FALSE	Ganush	199	TRUE	http://en.wikipedia.org/wiki/Drag_Me_to_Hell
train-2699	In present-day Los Angeles, bank loan officer Christine Brown hopes to be promoted to assistant manager over her co-worker Stu Rubin. Her boss, Jim Jacks, advises her to demonstrate that she can make tough decisions to get a promotion. Christine is visited by an elderly gypsy woman, Sylvia Ganush, who asks for an extension on her mortgage payment.	her	328	Christine	236	FALSE	Sylvia Ganush	284	TRUE	http://en.wikipedia.org/wiki/Drag_Me_to_Hell
train-2700	There has been discussion of Max Weber's scholarly connection to Georg Simmel, particularly in terms of their influence on the Frankfurt School, but Marianne Weber too was a colleague of Simmel. In addition to a more than 20 year friendship, in which Max and Simmel conversed and wrote letters often, Weber wrote a critical response to Simmel's 1911 essay ``The Relative and the Absolute in the Problem of the Sexes'', in which she criticized his concept of ``gender relations''.	his	443	Simmel	336	TRUE	Absolute	379	FALSE	http://en.wikipedia.org/wiki/Marianne_Weber
train-2701	Marianne Weber (born Marianne Schnitger, 2 August 1870 -- 12 March 1954) was a German sociologist, women's rights activist and the wife of Max Weber. Marianne Schnitger was born on 2 August 1870 in Oerlinghausen to medical doctor Eduard Schnitger and his wife Anna Weber, daughter of a prominent Oerlinghausen businessman Karl Weber. After the death of her mother in 1873 she moved to Lemgo and was raised for the next fourteen years by her grandmother and aunt.	her	353	Marianne Schnitger	150	TRUE	Anna Weber	260	FALSE	http://en.wikipedia.org/wiki/Marianne_Weber
train-2702	On July 23, after being sought out by authorities for fugitive warrants on other federal or local cases, Donghi, Linda Sue Evans, Mark Rudd, Bernardine Dohrn, Bill Ayers, Kathy Boudin, Cathy Wilkerson, Russ Neufeld, Jane Spielman, Ronald Fliegelman, Arlo Jacobs, Naomi Jaffe and Larry Grathwohl were indicted for conspiracy to bomb police stations and government buildings in four cities and to harm people inside. After attending her court hearings, Donghi decided to become a part of the WUO's above ground support.	her	431	Naomi Jaffe	263	FALSE	Donghi	451	TRUE	http://en.wikipedia.org/wiki/Dianne_Donghi
train-2703	Johann von Mayr (1 May 1716 in Vienna--5 January 1759 in Plauen) and was also the head of a Prussian Freibataillon (``F 2'') that, during the Seven Years' War, formed part of the advanced guard of Frederick the Great's Prussian Army. He was the prototype of adventurer and mercenary. Johann von Mayr was a natural son of Count von Stella, a royal Spanish councilor in Vienna. His mother was from the bourgeois class and married the owner of a billiard parlor named Mayr soon after.	His	376	Johann von Mayr	284	TRUE	Count von Stella	321	FALSE	http://en.wikipedia.org/wiki/Johann_von_Mayr
train-2704	A Daytime Confidential article hoped that Colby would follow in the footsteps of her mother and grandmother, Liza Colby and Marian Chandler (Jennifer Bassey) and become a schemer to get what she wants. Upon Moncrief's ousting, Daytime Confidential recommended Marcy Rylan, known for her role as Lizzie Spaulding on Guiding Light for the a Colby recast.	her	283	Moncrief	207	FALSE	Marcy Rylan	260	TRUE	http://en.wikipedia.org/wiki/Colby_Chandler_(All_My_Children)
train-2705	Is a distant relative of former Vice President Hannibal Hamlin. Narrowly survived an assassination attempt in 2003 by the father of a victim of a convicted killer he pardoned as governor. President Hamlin was left paralyzed from the waist down after his assassination attempt. Vice President Dan Sullivan and Secretary of State Bernie Phillips convince him not to resign.	him	353	Dan Sullivan	292	FALSE	Bernie Phillips	328	FALSE	http://en.wikipedia.org/wiki/List_of_fictional_presidents_of_the_United_States_(G%E2%80%93H)
train-2706	She at first wished to donate the amount to found a nunnery in Belgium, but with the help of the Jesuits, she decided to leave the monies to the Order and travel to England actively to seek converts to Catholicism and perhaps martyr dom for herself (Carter 1964).. Arriving in London shortly after the Gunpowder Plot of 1605, Carvajal y Mendoza attempted to reconvert the Anglicans to Catholicism by preaching in Cheapside and publicly declaring the illegitimacy of the late Queen. Her actions, considered disruptive and traitorous, landed her in prison.	Her	482	Carvajal y Mendoza	326	TRUE	Queen	475	FALSE	http://en.wikipedia.org/wiki/Luisa_Carvajal_y_Mendoza
train-2707	He then appeared in film Ramchand Pakistani (2008) where he romanced Nandita Das. Noman Ijaz hosted a TV comedy show on PTV Home. In 2012, Noman Ijaz received a Pride of Performance award from the President of Pakistan, Asif Ali Zardari. In 2014, he hosted a TV comedy show called Mazaaq Raat on Dunya news .	he	247	Noman Ijaz	139	TRUE	Asif Ali Zardari	220	FALSE	http://en.wikipedia.org/wiki/Noman_Ijaz
train-2708	Sutter represented Team Canada extensively during his junior career at the under-18 and under-20 levels. He competed in two IIHF World U18 Championships in 2006 and 2007, losing the bronze medal game in both tournaments. Shortly after being drafted into the NHL in the summer of 2007, Sutter was chosen to represent Team Canada at the 2007 Super Series, an eight-game showdown between Canada and Russia's under-20 teams, where father Brent was head coach. Playing Game 7 in his hometown Red Deer, he scored a goal and was named player of the game.	his	474	Sutter	285	TRUE	Brent	434	FALSE	http://en.wikipedia.org/wiki/Brandon_Sutter
train-2709	Ulliott won with a straight on the river to claim $180,310 and his only WSOP bracelet to date. Whitaker jumped over the barricade to join in the celebrations. The press release the next day claimed he was lucky to draw out on Truby, but mathematically, Ulliott was a 54.5% favourite to win when the money went into the pot. After winning his bracelet, he had the nickname ``Devilfish'' engraved on it.	he	198	Truby	226	FALSE	Ulliott	253	TRUE	http://en.wikipedia.org/wiki/Dave_Ulliott
train-2710	The son eventually died in World War II. Norris concluded that Loewenstein had been thrown from the aircraft by Donald Drew, the pilot, at the behest of Madeleine Loewenstein, the motive being to gain control of Loewenstein's fortune. He suggested that the aircraft's rear door was completely removed while in the air and a replacement fitted on the beach at St. Pol. Crime writers, Robert & Carol Bridgestock, have speculated that Loewenstein faked his own death and disappeared because the financial irregularities in his businesses.	his	450	Robert	383	FALSE	Loewenstein	432	TRUE	http://en.wikipedia.org/wiki/Alfred_Loewenstein
train-2711	Born in Stockholm, Clara Smitt grew up as a foster child to Clara Josefina Gustafsson who worked as a maid, and by 1890 she was registered as a student.	she	120	Clara Smitt	19	TRUE	Clara Josefina Gustafsson	60	FALSE	http://en.wikipedia.org/wiki/Clara_Emilia_Smitt
train-2712	These writing reflected on Cuneo's own experiences in the NFL, as well as his friendship with Pro Football Hall of Famer, Benny Friedman. According to Neal Gabler, from the mid-1930s on, Cuneo not only acted as a liaison between Franklin Roosevelt and Walter Winchell, but he frequently wrote long political items for the Winchell column. After acquiring his law degree, Cuneo became law secretary to Fiorello LaGuardia, who was then a congressman representing New York.	his	355	Cuneo	371	TRUE	Fiorello LaGuardia	401	FALSE	http://en.wikipedia.org/wiki/Ernest_Cuneo
train-2713	By November 1956 she had joined his touring performance troupe, the Reg Lindsay Show, and stayed for 18 months. In July 1957 a reviewer of Lindsay's show in Cabramatta for The Biz wrote that ``Little Judy Stone, of Granville, was very pleasing in her turn.''	her	247	Lindsay	139	FALSE	Judy Stone	200	TRUE	http://en.wikipedia.org/wiki/Judy_Stone
train-2714	Soon after, Fatai was requested to record a studio version of Do You Want To Build A Snowman which was released as the lead single on Universal Music Australia's Christmas compilation album We Love Disney, in November 2014. Soon afterwards, Guy Sebastian requested Fatai to be a guest feature on his song, Lightning, from his 2014 record Madness.	his	296	Guy Sebastian	241	TRUE	Fatai	265	FALSE	http://en.wikipedia.org/wiki/Fatai
train-2715	He did not met his model but based the paintings on the works of his teacher, Louis Caravaque. In 1755-1757 he worked in Moscow frescoeing the Golovkin palace. Here he met prince Ivan Shuvalov who supported Antropov's works for the rest of his life. In 1757 - 1759 Antropov returned to Saint-Petersburg and learned art from court painter Pietro Rotari of Italy. Historians consider his portrait of A.M. Izmaylova to be a sort of a graduation work.	his	382	Antropov	265	TRUE	Pietro Rotari	338	FALSE	http://en.wikipedia.org/wiki/Aleksey_Antropov
train-2716	As a young man, he gained preferment at Court and was soon associated with Prince Henry, assisting at his knighthood and the reception of Catherine of Aragon. William remained a great friend of Henry when he became king and held a number of minor posts before becoming Treasurer of Calais in 1517.	he	205	William	159	FALSE	Henry	194	TRUE	http://en.wikipedia.org/wiki/William_Sandys,_1st_Baron_Sandys
train-2717	After a thorough watering, the work oxen were returned to the wagons. Rose and his wife, Amanda, decided to scout the river bank for a suitable campsite, exiting their wagon to make the journey by foot. Moments later, an aggressive Mohave placed his hand on her shoulder and bosom, and she ran back, terrified, to the relative safety of their wagon.	her	258	Rose	70	FALSE	Amanda	89	TRUE	http://en.wikipedia.org/wiki/Rose%E2%80%93Baley_Party
train-2718	She later had supporting roles in The Toast of New York (1937) and New Faces of 1937. She met her husband Harry ``Parkyakarkus'' Einstein, a dialect comedian, while filming New Faces of 1937. Leeds retired from show business after marrying Einstein in 1937. Two years after Einstein's death in 1958, she married Irving ``Bernie'' Bernstein; he died in 1983.	he	341	Einstein	274	FALSE	Irving ``Bernie'' Bernstein	312	TRUE	http://en.wikipedia.org/wiki/Thelma_Leeds
train-2719	Two years after Kara's birth the family returned to Australia (1906) and settled in Mysia, North West of Bendigo. Kara was awarded a scholarship to attend Bendigo High School. After finishing school Kara became a teacher's assistant at Stuart Mill State School near St Arnaud, Victoria until she met and married William Stanley McGreevy (Known as Stan) in 1925.	she	292	Kara	199	TRUE	Victoria	277	FALSE	http://en.wikipedia.org/wiki/Kara_Moana_Healey
train-2720	Later in life, a dying woman tells a reporter the tale of how she thinks the accident was actually murder. The young American reporter, Mary Roberts, begins investigating the case, unaware that the charming lawyer may be behind it all. Meanwhile, Michel Lacoste, a classical composer, who is supported by Fr*d*ric, is having marriage troubles. Finally his wife kills herself and leaves the husband a note.	his	352	Michel Lacoste	247	TRUE	Fr*d*ric	305	FALSE	http://en.wikipedia.org/wiki/Whispering_City
train-2721	In 2017, Maguire curated the musical program for a Memorial Mass for Martin McGuinness, held in St. Patrick's Cathedral in New York City, drawing considerable praise for her rendition of ``Only Her Rivers Run Free,'' which she sang in memory of McGuinness. During the Mass, she also debuted ``I See His Blood Upon The Rose,'' a piece that she had composed to the words of a poem by Joseph Mary Plunkett.	His	299	McGuinness	245	FALSE	Joseph Mary Plunkett	382	FALSE	http://en.wikipedia.org/wiki/Cathy_Maguire
train-2722	Though intended by Byrne to be gay from the beginning, Northstar's homosexuality was only hinted at during Byrne's tenure on the book. In 1985, after issue No.*28 of Alpha Flight, Byrne swapped books with Bill Mantlo, writer of The Incredible Hulk. According to Byrne, he discussed his ideas with editor-in-chief Jim Shooter ahead of time, but once Byrne was on the book, Shooter objected to them.	his	282	Jim Shooter	313	FALSE	Byrne	349	TRUE	http://en.wikipedia.org/wiki/John_Byrne_(comics)
train-2723	Therefore, AJ swears to destroy Reggie's career, and hence comes into Reggie's life as his friend. Getting him drunk, getting him smoking, is all that AJ has been doing to Reggie, and Reggie even loses control and passes out. One day, AJ finds out all Reggie's secrets, and gets him so drunk that he has liver-fail.	him	279	AJ	235	FALSE	Reggie	252	TRUE	http://en.wikipedia.org/wiki/Shakalaka_Boom_Boom
train-2724	Cake margarines and shortenings tend to contain a few percent of monoglycerides whereas other margarines typically have less. Such ``high ratio shortenings'' blend better with hydrophilic ingredients such as starches and sugar. Hydrogenation of organic substances was first developed by the French chemist Paul Sabatier in 1897, and in 1901 the German chemist Wilhelm Normann developed the hydrogenation of fats, which he patented in 1902.	he	419	Paul Sabatier	306	FALSE	Wilhelm Normann	360	TRUE	http://en.wikipedia.org/wiki/Shortening
train-2725	However, Elena also realizes that Navarro will try to kill C*sar, and sends Miguel to warn his father of the assassination. Unfortunately, he arrives too late; both C*sar and the assassin have been killed, leaving no link back to Navarro. Navarro briefly returns to the house to gloat before addressing the crowd outside, promising that C*sar will be treated as a hero and his family will be taken care of.	his	373	Navarro	239	FALSE	C*sar	337	TRUE	http://en.wikipedia.org/wiki/El_gesticulador
train-2726	Matilda Sissieretta Joyner was born in Portsmouth, Virginia, United States, to Jeremiah Malachi Joyner, an African Methodist Episcopal minister, and Henrietta Beale. By 1876 her family moved to Providence, Rhode Island, where she began singing at an early age in her father's Pond Street Baptist Church.	her	174	Matilda Sissieretta Joyner	0	TRUE	Henrietta Beale	149	FALSE	http://en.wikipedia.org/wiki/Matilda_Sissieretta_Joyner_Jones
train-2727	Among the selections in her program were Charles Gounod's ``Ave Maria'' and Giuseppe Verdi's ``Sempre libera'' (from La traviata). The New York Echo wrote of her performance at the Music Hall: ``If Mme Jones is not the equal of Adelina Patti, she at least can come nearer it than anything the American public has heard.	she	243	Mme Jones	198	TRUE	Adelina Patti	228	FALSE	http://en.wikipedia.org/wiki/Matilda_Sissieretta_Joyner_Jones
train-2728	You Gotta Love The Life features duets with Al Jarreau and Dionne Warwick with feature instrumentals provided by Keb' Mo', guitars on ``Feelin' for You'', Joe Sample plays keyboards on ``Other End of the Phone'', Dave Koz' saxophone on ``Claudia'' and Stevie Wonder plays harmonica on ``Your Love is Where I Live''. Manchester, an adjunct professor at the USC Thornton School of Music, was encouraged by her students to make the indie album, they informed her of the availability of crowdfunding opportunities, and in August 2013, Indiegogo was chosen for the album's fundraising platform.	her	404	Dionne Warwick	59	FALSE	Claudia	238	FALSE	http://en.wikipedia.org/wiki/You_Gotta_Love_the_Life
train-2729	After the box office success of Anna Christie (1930) and the rave reviews that not only Greta Garbo received for her performance but also her co-star Marie Dressler, M-G-M management decided to cast the latter actress in The Girl Said No.	her	113	Anna Christie	32	FALSE	Greta Garbo	88	TRUE	http://en.wikipedia.org/wiki/The_Girl_Said_No_(1930_film)
train-2730	Immediately after graduating from Mills, Fenley moved to New York City to begin her career as a choreographer and dancer. Upon arriving in New York City in 1975, Fenley trained with Merce Cunningham, Viola Farber and studied at the Erick Hawkins School. During her first years in New York Fenley danced for several choreographers including Carol Conway and Andrew deGroat.	her	261	Viola Farber	200	FALSE	Carol Conway	340	FALSE	http://en.wikipedia.org/wiki/Molissa_Fenley
train-2731	Considered as one of the finest cricketers to ever play for New Zealand, Guptill is the first cricketer from New Zealand and the fifth overall to score a double century in a One Day International match. He currently holds the record of highest individual score in World Cup and the second highest score in One Day Internationals of 237* runs. His wife is radio host, New Zealand Herald Focus co-host and Sky Sport sidelines reporter Laura McGoldrick, while his mother-in-law, Leanne McGoldrick is Martin's agent, and a family friend of Martin Crowe, as Crowe became a mentor to Guptill and Ross Taylor.	his	457	Martin	497	FALSE	Martin Crowe	536	FALSE	http://en.wikipedia.org/wiki/Martin_Guptill
train-2732	However, the Anglo-Danish king instead made his son Sveinn a viceroy, in effect placing his mother *lfgifu in charge of his recent conquest. This greatly infuriated Einarr. As the pressure grew more intense on him during Sveinn Knutsson 's viceroy reign, Einar made his greatest political masterstroke.	him	210	Sveinn Knutsson	221	FALSE	Einar	255	TRUE	http://en.wikipedia.org/wiki/Einar_Thambarskelfir
train-2733	McCluskey a tale of how Edie had told her that she gave Travers away only to provide him with the best. The wives distribute Edie's ashes all over Wisteria Lane. This episode is narrated by Nicollette Sheridan as the late Edie Britt. Susan tries to console Dave after Edie's death by telling him about her and Mike's car accident in which she was driving the car, and not Mike, and felt incredibly guilty after killing Lila and Paige.	her	302	Susan	234	TRUE	Edie	268	FALSE	http://en.wikipedia.org/wiki/Desperate_Housewives_(season_5)
train-2734	Watford(edit) Page started his professional career at Watford in 1993, having been with the club from the age of 11. He established himself as a key member of the first team under manager Kenny Jackett, playing 42 games in the 1996--97 campaign. His first major feat with the club came in the 1997--98 season, when new manager Graham Taylor appointed Page as captain and led the ``Hornets'' to the Second Division title.	His	246	Kenny Jackett	188	FALSE	Graham Taylor	327	FALSE	http://en.wikipedia.org/wiki/Rob_Page
train-2735	Igor Gruppman (born July 4, 1956) is a violinist and conductor. He is the Principal Conductor of the Orchestra at Temple Square in Salt Lake City, Utah, a position he has held since 2003. In May of 2009, Igor Gruppman was appointed by Valery Gergiev to the position of Music Director of the newly formed Mariinsky Stradivary Orchestra. He currently also is Concertmaster of the Rotterdam Philharmonic Orchestra.	He	336	Igor Gruppman	204	TRUE	Valery Gergiev	235	FALSE	http://en.wikipedia.org/wiki/Igor_Gruppman
train-2736	Huthart made her first appearance on Gladiators in 1994, and went on to become the female series champion that year. In the Grand Final, she and Kerryn Sampey had an exciting Eliminator where Huthart fell down the Travelator twice and Sampey was able to pass her, but she fell down it too.	her	259	Huthart	192	TRUE	Sampey	235	FALSE	http://en.wikipedia.org/wiki/Eunice_Huthart
train-2737	Huthart's time as a Gladiator was brief, however, as she wanted to represent her country in the Ashes series in Australia where she lost to her opponent from the domestic series final, Kerryn Sampey in the final. However, Huthart returned to win the 1995 Battle of the Champions, beating Australia's Bernie Withers in an exciting Eliminator which was almost a repeat of the domestic series final against Kerryn Sampey; Huthart fell down the Travelator the first time she ran up it, allowing Bernie to pass her, but she slipped down it as well, and Huthart was able to reach the top and earn the victory.	she	467	Huthart	222	TRUE	Kerryn Sampey	404	FALSE	http://en.wikipedia.org/wiki/Eunice_Huthart
train-2738	He would go on to take the captain's armband for numerous matches while with the Jambos due to the unavailability of *ali*kas. One such occasion came on 7 May 2011 as he was sent off for a challenge on Nikica Jelavi* in a 4-0 away loss against Rangers. During his Hearts career, Eggert made 153 appearances in all competitions and scored nine goals.	his	260	Nikica Jelavi*	202	FALSE	Eggert	279	TRUE	http://en.wikipedia.org/wiki/Eggert_J%C3%B3nsson
train-2739	On 22 November 2008, Ukrainian Canadians marked the beginning of National Holodomor Awareness Week. Citizenship, Immigration and Multiculturalism Minister Jason Kenney attended a vigil in Kiev. In November 2010, Prime Minister Stephen Harper visited the Holodomor memorial in Kiev, although Ukrainian President Viktor Yanukovych did not join him.	him	342	Stephen Harper	227	TRUE	Viktor Yanukovych	311	FALSE	http://en.wikipedia.org/wiki/Holodomor
train-2740	He is chief of the name and arms of Erskine. The Clan Mar now has a separate chief; Margaret of Mar, 31st Countess of Mar who descends from the Earls of Mar, first creation (1404) (as deemed by Act of Parliament in 1885). She is chief of the name and arms of Mar.	She	222	Margaret of Mar	84	TRUE	Countess of Mar	106	FALSE	http://en.wikipedia.org/wiki/Clan_Erskine
train-2741	She filled up an entry by the International Federation of Association Wrestling and the Hellenic Olympic Committee, as Greece received an automatic berth for being the host nation. Amassed the home crowd inside Ano Liossia Olympic Hall, Vryoni was haplessly pinned by Ukraine's Svetlana Saenko in her opening match, but bounced back to defeat Mongolia's Ochirbatyn Burmaa with an arduous 3--4 decision.	her	297	Vryoni	237	TRUE	Svetlana Saenko	278	FALSE	http://en.wikipedia.org/wiki/Maria_Vryoni
train-2742	A frequent social -- and then romantic -- Elm Tree Road visitor was Bettine (Athalia) Stokes Edwards, an American girl who danced in Chu Chin Chow (and daughter of Robert Ewing Edwards of Philadelphia, Pennsylvania) who became Mercer's first wife. The New York Times announcement of their engagement (28 August 1919) states: ``Mr & Mrs Glover Fitzhugh Perin of 57 West Fifty-eight street have announced the engagement of Mrs Perin's oldest daughter Miss Bettine Stokes Edwards... '' suggesting that her father either was dead or divorced; her remarried mother then lived in New York City.	her	499	Mrs Perin	421	FALSE	Miss Bettine Stokes Edwards	449	TRUE	http://en.wikipedia.org/wiki/Dornford_Yates
train-2743	One writer noted that nothing had been moved or replaced, changed, or modernized, from the books in the library to the appliances in the kitchen and the fixtures in the bathrooms. Noted columnist Jack Smith visited the estate in 1973 and wrote that ``time stood still'', as Lloyd's clothes still hung in his closet, and the master bedroom and living room ``looked like a set for a movie of the 1930s.''	his	304	Jack Smith	196	FALSE	Lloyd	274	TRUE	http://en.wikipedia.org/wiki/Harold_Lloyd_Estate
train-2744	The article declares that Manhigut will never ``bow to political correctness'', and that ``MK Moshe Feiglin understands this concept very well''. Sackett had close ties with Rabbis Meir and Binyamin Ze'ev Kahane, and there are several ideological similarities. Feiglin advocates encouraging emigration of all Arabs under Israel's jurisdiction, with financial incentives. He supports annexing all parts of the Land of Israel under Israeli control, developing a legal system more consistent with Jewish values, and restricting Israeli citizenship to Jews and those non-Jews loyal to the State of Israel.	He	371	Feiglin	261	TRUE	Arabs	309	FALSE	http://en.wikipedia.org/wiki/Moshe_Feiglin
train-2745	Leacock would teach at MIT until his retirement in 1989. In 1989 he moved to Paris, where he met Valerie Lalonde and, together, they made Les Oeufs a la Coque de Richard Leacock (84 minutes), the first major film shot with a tiny Video-8 Handycam to be broadcast on prime-time television in France. Leacock and Lalonde continued making films of their own choice without the pressures of TV producers, notably A Musical Adventure in Siberia, in collaboration with conductor Sarah Caldwell, his daughter Victoria Leacock and filmmaker Vincent Blanchet. Leacock died on 23 March 2011 at age the age of 89 in Paris. Before his death, he was raising funds for his multi-format memoir, The Feeling of Being There - A Filmmaker's Memoir, a bound paper book and DVB (digital video book), published by Seme*on Editions.	his	619	Vincent Blanchet	533	FALSE	Leacock	551	TRUE	http://en.wikipedia.org/wiki/Richard_Leacock
train-2746	Descartes specifically said that error comes about because the will is not limited to judging things which the understanding is limited to, and described the possibility of such judging or choosing things ignorantly, without understanding them, as free will. Under the influence of Bacon and Descartes, Thomas Hobbes made one of the first attempts to systematically analyze ethical and political matters in a modern way. He defined will in his Leviathan Chapter VI, in words which explicitly criticize the medieval scholastic definitions:	He	421	Descartes	292	FALSE	Thomas Hobbes	303	TRUE	http://en.wikipedia.org/wiki/Will_(philosophy)
train-2747	In Sacrifice Kyle Katarn voices his disbelief that Boba Fett was staying neutral and was concerned with the fact that GA forces had assassinated Dur Gejjen, Corellian Prime Minister. In Inferno Kyle Katarn, Kenth Hamner and Kyp Durron stand up to Jacen Solo at Mara's funeral, telling him to take a seat in the Jedi Knights row.	him	285	Kyle Katarn	194	FALSE	Kyp Durron	224	FALSE	http://en.wikipedia.org/wiki/Kyle_Katarn
train-2748	Swick's first fight in the show came during the semi-finals. He faced Stephan Bonnar, but was defeated by triangle armbar at 4:55 of the first round, eliminating him from the show. At The Ultimate Fighter 1 Finale, Swick defeated Alex Schoenauer by knockout just 20 seconds into the first round, earning the nickname ``Quick'' from UFC announcer Mike Goldberg. Though he had lost the show, Swick signed a contract with the UFC.	he	368	Mike Goldberg	346	FALSE	Swick	390	TRUE	http://en.wikipedia.org/wiki/Mike_Swick
train-2749	Carrillo developed an easy method for notation, which would help people not familiar with previous forms of notation to quickly learn to read and write music. To show how easy the new writing system was, Carrillo gave two New York elementary school boys, who had no prior knowledge of Sonido 13, a simple work by Bach to convert to his notation system.	his	332	Carrillo	204	TRUE	Bach	313	FALSE	http://en.wikipedia.org/wiki/Sonido_13
train-2750	With the win, the Colts improved to 7--0 for the fourth time in five seasons and they set a franchise record with 15 consecutive regular season wins. Also, quarterback Peyton Manning (31/48 for 347 yards) joined Dan Marino, Brett Favre, and John Elway as the only players in NFL history to complete 4,000 career passes. In addition, he became the fastest to reach the milestone as he reached it in 183 games.	he	333	Brett Favre	224	FALSE	John Elway	241	FALSE	http://en.wikipedia.org/wiki/2009_Indianapolis_Colts_season
train-2751	In the 1990 NFL Draft he was selected in the ninth round by the Minnesota Vikings. His rookie year, he was the second string running back behind Herschel Walker. The next year, the Vikings got rid of Walker and Allen was named the starter. That year, he ran for 1,201 rushing yards and 13 rushing touchdowns.	he	251	Walker	200	FALSE	Allen	211	TRUE	http://en.wikipedia.org/wiki/Terry_Allen_(American_football)
train-2752	SENSE OF WONDER n. a feeling of awakening or awe triggered by an expansion of one's awareness of what is possible or by confrontation with the vastness of space and time, as brought on by reading science fiction. Jon Radoff has characterised a sense of wonder as an emotional reaction to the reader suddenly confronting, understanding, or seeing a concept new in the context of new information. In the introductory section of his essay 'On the Grotesque in Science Fiction', Istvan Csicsery-Ronay, Jr., Professor of English, DePauw University, states:	his	426	Jon Radoff	213	FALSE	Istvan Csicsery-Ronay, Jr.	475	TRUE	http://en.wikipedia.org/wiki/Sense_of_wonder
train-2753	She is best remembered today for portraying Brang*ne in the world premiere of Richard Wagner 's Tristan und Isolde in 1865 and Helmwige in the premiere of Wagner's Die Walk*re in 1869. Born in Frankfurt am Main, Deinet studied under Elise Seebach before making her professional opera debut at the opera house in Frankfurt as Gabriele in Conradin Kreutzer 's Das Nachtlager in Granada in 1861.	her	261	Deinet	212	TRUE	Elise Seebach	233	FALSE	http://en.wikipedia.org/wiki/Anna_Deinet
train-2754	Her son, Edward Rath III, recently won his election for the Erie County Legislature for her former seat. In 1998 she was reportedly considered by Gov. George Pataki as his running mate for lieutenant governor. Pataki choose Judge Mary Donohue instead. During her service in the Senate, Senator Rath served at different times as Chairwoman of the Tourism, Recreation and Sports Development Committee, Chairwoman of the Children and Families Committee and as Chairwoman of the Local Government Committee.	her	259	Mary Donohue	230	FALSE	Rath	294	TRUE	http://en.wikipedia.org/wiki/Mary_Lou_Rath
train-2755	The company paid Tamagno a cash advance of 2000 pounds sterling to make his first lot of ``78s''. He also received royalties from the company for every individually numbered, custom-labelled pressing that sold. Roland Gelatt's revised edition of The Fabulous Phonograph (Collier Books, New York, 1977, p.*119) asserts that Tamagno's recording contract, signed in December 1902, was the first to embody ``the royalty principle''. Gelatt states that Tamagno approved 19 recordings from his Ospedaletti session for release to the public.	his	484	Roland Gelatt	211	FALSE	Tamagno	323	TRUE	http://en.wikipedia.org/wiki/Francesco_Tamagno
train-2756	Jean de Bourbon (1381--1434) was Duke of Bourbon, from 1410 to his death and Duke of Auvergne since 1416. He was the eldest son of Louis II and Anna d'Auvergne. Through his mother, John inherited the County of Forez.	his	169	Louis II	131	FALSE	John	181	TRUE	http://en.wikipedia.org/wiki/John_I,_Duke_of_Bourbon
train-2757	AlAhly refused again to let go of El-Hadary, but El-Hadary refused to let go of his final chance to explore new horizons, so he ended unilaterally his contract with Al-Ahly in an event that was the most debating in the Egyptian football history for months. The case of El-Hadary vs. Al-Ahly vs. FC Sion is being ruled by FIFA until the time these lines were written. During his stint at Al-Ahly, El-Hadary had the best chance to be trained by Ahmed Nagy so he achieved some impressive feats in over 500 appearances for the club in which he scored 1 goal.	he	457	El-Hadary	396	TRUE	Ahmed Nagy	443	FALSE	http://en.wikipedia.org/wiki/Essam_El-Hadary
train-2758	Savile was four times married: to Jane, daughter of Richard Garth of Morden, Surrey, by whom he had issue a son Henry, and two daughters; to Elizabeth, daughter of Thomas Wentworth of North Elmsall, Yorkshire, by whom he had issue John (died 1651), who was heir to his half-brother Henry, and great-grandfather of John Savile, 1st Earl of Mexborough (1720--1778); to Dorothy, daughter of Thomas Wentworth, 1st Baron Wentworth (died 1551), and widow of Sir W. Widmerpoole and then of Sir Martin Frobisher; and to Margery, daughter of Ambrose Peake, and widow of Sir Jerome Weston. By his last two wives, Savile had no issue.	his	583	Jerome Weston	565	FALSE	Savile	603	TRUE	http://en.wikipedia.org/wiki/John_Savile_(died_1607)
train-2759	This was followed by further works as executive and line producer before he started in 1996 on a project to develop a cultural centre in the city of Z*rich. Boesiger is currently active again as producer and writer of various English language projects. In particular 'Rafiq & Judith' is in development and is planned for production summer 2017. Besides his main career as a producer, Johannes Boesiger was active between 1989 and 1995 on the management board of the Locarno International Film Festival, co-founder of the Carl Mayer Scriptwriting award in Graz, Austria, and lately in 2007 together with Dieter Kosslick, was one of the initiators of the section ``culinary cinema'' at the Berlin International Film Festival today directed by Thomas Struck.	his	353	Johannes Boesiger	384	TRUE	Dieter Kosslick	603	FALSE	http://en.wikipedia.org/wiki/Johannes_Boesiger
